아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문9-5. 주요 이용 숙박시설_1,문9-5. 주요 이용 숙박시설_2,문9-5. 주요 이용 숙박시설_3,문9-5. 주요 이용 숙박시설_4,문9-5. 주요 이용 숙박시설_5,문9-5. 주요 이용 숙박시설_6,문9-5. 주요 이용 숙박시설_7,문9-5. 주요 이용 숙박시설_8,문9-5. 주요 이용 숙박시설_9,문9-5. 숙박시설별 숙박기간_호텔,문9-5. 숙박시설별 숙박기간_모텔/여관,문9-5. 숙박시설별 숙박기간_콘도미니엄/리조트,문9-5. 숙박시설별 숙박기간_게스트하우스/호스텔,문9-5. 숙박시설별 숙박기간_민박/펜션,"문9-5. 숙박시설별 숙박기간_학교/회사 기숙사, 연수원 등",문9-5. 숙박시설별 숙박기간_친척 또는 친구 집,문9-5. 숙박시설별 숙박기간_기타,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
260,2,2,4,1,4,7.0,2.0,10.0,185.191666666667,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
261,2,1,5,1,4,5.0,6.0,4.0,228.0875,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
267,3,2,2,1,2,9.0,1.0,1.0,179.265,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
271,3,1,2,1,2,5.0,3.0,3.0,193.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),1,부산
272,1,2,4,1,4,7.0,8.0,6.0,325.035,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
273,1,2,2,1,3,7.0,11.0,3.0,51.26,30.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,친척 또는 친구 집,혼자형,1,서울
274,4,2,3,1,4,2.0,12.0,10.0,,,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,기타,혼자형,2,서울
276,3,2,2,1,2,5.0,3.0,5.0,249.786666666667,6.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,민박/펜션,단체형,1,서울
277,8,2,2,1,2,4.0,12.0,10.0,145.591,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
278,8,2,3,1,1,7.0,13.0,6.0,263.864285714286,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,단체형,2,서울
281,4,1,4,1,1,1.0,12.0,6.0,1000.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
282,97,2,4,1,1,1.0,2.0,2.0,162.5,16.0,1.0,,,,,,,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
285,4,1,3,1,1,1.0,14.0,6.0,59.2592592592593,27.0,1.0,,,,,,7.0,,,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,친척 또는 친구 집,가족형,3,대전
286,3,1,2,1,2,4.0,5.0,1.0,90.117,5.0,1.0,2.0,,,,,,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,부산
288,3,2,5,1,2,8.0,2.0,3.0,504.6875,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
289,1,2,2,1,3,7.0,8.0,2.0,228.763636363636,11.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,친척 또는 친구 집,혼자형,2,서울
291,8,1,2,1,1,1.0,6.0,4.0,137.623333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
292,8,2,4,1,1,1.0,5.0,6.0,217.3,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
293,8,2,5,1,1,1.0,12.0,5.0,120.722222222222,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
294,4,2,6,1,1,1.0,5.0,5.0,133.333333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
296,3,2,4,1,4,2.0,12.0,6.0,269.166666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,강원
297,8,2,3,1,1,1.0,5.0,3.0,345.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
298,8,2,5,1,1,1.0,2.0,6.0,239.70752,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
299,10,1,2,1,1,1.0,1.0,10.0,376.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
302,5,2,2,1,1,4.0,2.0,5.0,210.121428571429,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,2,서울
303,3,2,1,1,1,7.0,2.0,4.0,239.02,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
304,3,2,5,1,4,2.0,2.0,9.0,438.357142857143,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,서울
305,8,2,4,1,2,8.0,3.0,3.0,236.0,5.0,1.0,,,4.0,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,단체형,2,부산
306,10,1,5,1,1,8.0,1.0,3.0,157.0,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,인천
307,6,2,4,1,1,1.0,2.0,1.0,151.84,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
308,8,2,2,1,1,1.0,11.0,6.0,144.349285714286,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
310,3,2,4,1,3,4.0,2.0,11.0,290.7,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
311,3,2,3,1,1,9.0,12.0,6.0,240.096666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
313,8,2,4,1,1,1.0,2.0,5.0,304.22,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
314,3,2,3,1,3,7.0,2.0,2.0,383.5625,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
315,3,1,4,1,1,10.0,3.0,8.0,646.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
317,3,2,2,1,2,2.0,5.0,2.0,335.92,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
319,14,1,2,1,1,8.0,12.0,8.0,228.571428571429,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,1,서울
322,8,2,2,1,3,2.0,13.0,8.0,130.38,6.0,,,,4.0,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,1,서울
323,9,2,3,1,2,8.0,1.0,6.0,191.766016,5.0,,,3.0,4.0,,,,,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,친구형,2,경남
324,3,1,4,1,2,8.0,16.0,4.0,247.633333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
325,9,2,4,1,1,1.0,6.0,5.0,320.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
328,8,2,2,1,1,8.0,6.0,6.0,507.033333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
329,7,2,3,1,2,2.0,2.0,1.0,194.76236,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,부산
330,7,2,6,1,1,4.0,1.0,10.0,202.25322,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,경북
332,3,2,3,1,1,7.0,2.0,3.0,339.15,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
333,7,2,5,1,1,4.0,5.0,4.0,228.47123,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
334,8,1,4,1,1,1.0,9.0,2.0,141.245,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
336,8,1,1,1,1,1.0,5.0,5.0,67.90625,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
337,8,1,3,1,2,2.0,10.0,5.0,102.613888888889,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
341,8,1,4,1,1,1.0,6.0,3.0,650.0,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
344,7,2,2,1,1,7.0,5.0,1.0,162.301966666667,6.0,,,,4.0,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
345,9,2,2,1,1,10.0,3.0,9.0,214.285714285714,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,3,서울
346,8,2,4,1,1,1.0,12.0,3.0,471.428571428571,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
347,12,2,2,1,1,7.0,12.0,6.0,833.333333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
348,3,1,3,1,1,1.0,2.0,1.0,193.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
353,15,2,2,1,2,2.0,11.0,5.0,285.915384615385,13.0,1.0,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
355,15,1,2,1,1,1.0,5.0,6.0,168.95,12.0,1.0,,,4.0,,,,,,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,호텔,혼자형,3,서울
356,12,2,2,1,1,7.0,14.0,3.0,325.0,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
357,15,2,3,1,1,9.0,5.0,5.0,231.702857142857,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
358,10,2,2,1,2,8.0,6.0,8.0,207.24,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
361,1,2,3,1,1,7.0,8.0,9.0,266.285714285714,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
363,15,2,4,1,1,8.0,2.0,6.0,425.503703703704,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),1,서울
364,1,2,2,1,1,9.0,2.0,5.0,22.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
365,3,2,2,1,2,7.0,8.0,6.0,154.322222222222,9.0,1.0,,,,,,7.0,,,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,친척 또는 친구 집,혼자형,3,서울
368,2,2,2,1,4,7.0,13.0,6.0,681.6,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,숙박하지않음,혼자형,1,서울
369,12,1,3,1,1,1.0,12.0,3.0,380.0,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
378,2,1,2,1,1,1.0,1.0,4.0,220.1,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
390,3,1,4,1,2,7.0,16.0,5.0,400.52,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
392,3,2,4,1,2,2.0,10.0,4.0,245.48,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,인천
401,3,2,4,1,3,2.0,12.0,5.0,523.26,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
405,3,2,4,1,2,8.0,1.0,9.0,277.78,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),3,서울
406,18,2,5,1,1,7.0,12.0,6.0,212.858333333333,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,강원
407,3,2,3,1,2,7.0,6.0,9.0,323.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
410,3,2,2,1,1,8.0,1.0,5.0,277.78,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
420,3,2,2,1,1,7.0,13.0,2.0,201.875,8.0,,,,4.0,,,,,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,1,서울
422,19,1,2,1,1,8.0,7.0,1.0,,,,,,,5.0,,,8.0,,0.0,0.0,0.0,0.0,14.0,0.0,0.0,70.0,기타,가족형,5,서울
425,1,1,2,1,1,1.0,1.0,6.0,391.44,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
426,97,2,2,1,4,2.0,12.0,10.0,85.5234375,16.0,1.0,,,,,,7.0,,,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,호텔,혼자형,2,서울
427,1,2,2,1,1,7.0,1.0,5.0,150.984,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
428,1,2,2,1,2,10.0,8.0,10.0,128.15,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
429,97,1,3,1,1,1.0,7.0,3.0,193.7619,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,4,서울
432,2,1,2,1,3,2.0,3.0,1.0,195.25,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
433,3,2,4,1,2,4.0,1.0,9.0,242.25,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
434,1,2,2,1,1,1.0,1.0,2.0,212.496,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
436,3,2,3,1,2,3.0,7.0,2.0,180.88,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
437,18,2,2,1,4,3.0,3.0,6.0,137.096774193548,31.0,,,,4.0,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,4,서울
440,3,2,3,1,1,1.0,1.0,6.0,138.428571428571,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,직장형,2,서울
444,5,2,2,1,1,8.0,1.0,2.0,355.277777777778,9.0,,,,4.0,,,,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,1,서울
446,1,2,3,1,1,9.0,8.0,1.0,355.092,5.0,,,,4.0,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,1,서울
456,3,2,2,1,1,4.0,10.0,5.0,189.278,5.0,1.0,,,4.0,,,,,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,호텔,친구형,2,경남
458,11,2,2,1,2,8.0,12.0,3.0,185.734285714286,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
460,3,1,5,1,1,4.0,3.0,3.0,206.72,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
462,19,2,2,1,1,1.0,7.0,10.0,136.8375,16.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,민박/펜션,혼자형,2,서울
463,3,1,4,1,2,4.0,1.0,1.0,225.2925,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
464,1,2,3,1,1,1.0,1.0,4.0,265.62,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
465,3,2,2,1,1,1.0,5.0,3.0,174.42,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
467,3,2,3,1,1,6.0,1.0,5.0,180.88,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
468,3,2,5,1,1,4.0,2.0,3.0,206.72,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
469,3,2,4,1,1,4.0,3.0,10.0,182.172,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
470,3,2,4,1,2,2.0,1.0,6.0,258.4,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
471,2,2,5,1,4,2.0,2.0,4.0,260.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
472,3,2,3,1,1,4.0,16.0,4.0,123.816666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
473,2,2,5,1,4,8.0,13.0,8.0,265.066666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
475,15,1,5,1,1,1.0,3.0,6.0,292.846666666667,15.0,1.0,,,,,,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
476,5,2,2,1,2,2.0,3.0,3.0,255.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
477,2,2,2,1,4,11.0,13.0,6.0,426.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
478,5,2,2,1,1,9.0,9.0,9.0,341.066666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
479,10,2,2,1,4,2.0,13.0,6.0,284.693333333333,9.0,,,,4.0,,,,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,1,서울
482,5,2,6,1,4,9.0,3.0,6.0,119.90625,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
483,6,2,5,1,3,2.0,14.0,6.0,525.6,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
484,2,2,2,1,4,8.0,2.0,6.0,218.325,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
486,2,2,2,1,1,4.0,3.0,6.0,230.75,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
487,2,2,2,1,4,11.0,2.0,4.0,284.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
488,10,2,5,1,4,8.0,2.0,5.0,258.377142857143,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
490,6,1,4,1,2,9.0,5.0,6.0,212.916666666667,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
492,5,2,3,1,3,9.0,2.0,3.0,383.7,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
493,2,1,2,1,3,7.0,2.0,6.0,253.825,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
494,10,2,2,1,1,1.0,2.0,8.0,164.85,8.0,1.0,,,4.0,,,,,,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,2,서울
495,15,1,3,1,1,7.0,2.0,6.0,199.668181818182,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
496,2,2,5,1,3,2.0,2.0,1.0,307.666666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
498,3,1,4,1,4,5.0,12.0,3.0,127.854166666667,6.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,민박/펜션,가족형,2,서울
500,1,2,4,1,2,6.0,3.0,3.0,93.2,15.0,,,,4.0,,,,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,5,서울
501,6,1,3,1,1,4.0,2.0,4.0,365.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
502,2,1,3,1,4,2.0,2.0,3.0,124.25,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
506,2,2,2,1,2,6.0,1.0,1.0,190.28,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,부산
507,5,2,2,1,4,4.0,16.0,5.0,319.75,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,강원
508,15,1,2,1,1,1.0,5.0,11.0,219.635,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,5,서울
509,2,2,3,1,1,10.0,10.0,6.0,234.3,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
510,10,2,1,1,1,8.0,2.0,6.0,157.0,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
512,5,2,3,1,2,9.0,3.0,3.0,273.333333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,부산
513,1,2,3,1,4,9.0,8.0,1.0,699.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
516,2,2,3,1,2,2.0,2.0,1.0,284.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,부산
518,4,2,5,1,1,11.0,10.0,6.0,354.166666666667,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,강원
519,1,2,3,1,2,2.0,14.0,1.0,499.285714285714,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
520,10,2,5,1,2,2.0,3.0,9.0,346.656,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
527,6,1,4,1,1,10.0,5.0,1.0,175.2,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
528,12,1,2,1,1,9.0,5.0,7.0,375.0,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
529,10,1,2,1,1,8.0,6.0,5.0,282.6,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
530,6,1,2,1,3,2.0,2.0,3.0,340.666666666667,6.0,1.0,2.0,,,,,,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
531,4,2,3,1,2,4.0,13.0,9.0,720.0,5.0,,,3.0,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,친구형,1,서울
532,6,2,2,1,1,9.0,3.0,8.0,165.856,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,부산
534,6,2,3,1,2,5.0,1.0,4.0,174.616,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,3,부산
536,14,1,3,1,1,3.0,3.0,10.0,353.571428571428,7.0,1.0,,3.0,,,,,,,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,가족형,2,강원
544,14,2,4,1,1,9.0,5.0,6.0,112.5,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
