아이디,국가별,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,식비_비율,국내 교통비_비율,체험/활동비_비율,뷰티/의료비_비율,여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
8379,15,2,2,1,6,5.0,5,2,4.0,기타,친구형,3,서울,0.11,0.0828729281767955,0.0,0.0,0.0,0.2486187845303868,0.5524861878453039,0.005524861878453
8380,1,2,4,1,1,1.0,1,2,1.0,호텔,직장형,2,경기,0.0,0.0,0.0,0.0,0.7435897435897435,0.0,0.2564102564102564,0.0
8382,9,1,4,4,2,1.0,6,4,2.0,호텔,직장형,1,서울,0.126,0.0251572327044025,0.0,0.0,0.0,0.4088050314465409,0.440251572327044,0.0
8384,1,2,5,1,1,1.0,4,2,1.0,호텔,직장형,2,경기,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0
8385,2,2,2,1,6,5.0,3,2,2.0,호텔,혼자형,1,서울,0.219,0.0291970802919708,0.2773722627737228,0.0,0.0,0.3065693430656932,0.145985401459854,0.0218978102189781
8386,1,1,5,1,1,2.0,1,2,1.0,호텔,직장형,2,경기,0.0,0.0,0.0,0.0,0.7435897435897435,0.0,0.2564102564102564,0.0
8387,4,1,3,1,1,10.0,4,2,2.0,기타,가족형,1,서울,0.312,0.125,0.1875,0.0,0.0,0.3125,0.0625,0.0
8389,1,1,5,1,1,1.0,1,2,1.0,호텔,가족형,2,경기,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0
8391,1,1,5,1,1,2.0,1,2,1.0,호텔,가족형,2,경기,0.0,0.0,0.0,0.0,0.7435897435897435,0.0,0.2564102564102564,0.0
8392,9,2,3,1,1,4.0,5,2,3.0,호텔,가족형,3,서울,0.028,0.0,0.0,0.0,0.7578347578347578,0.0,0.1994301994301994,0.0142450142450142
8395,15,1,5,1,1,8.0,6,2,4.0,호텔,가족형,4,서울,0.191,0.0207006369426752,0.0238853503184713,0.0,0.0,0.557324840764331,0.2070063694267516,0.0
8396,15,2,5,1,6,5.0,1,2,4.0,호텔,가족형,3,서울,0.195,0.0422077922077923,0.0162337662337662,0.0,0.0,0.4870129870129861,0.2597402597402602,0.0
8399,20,2,2,1,1,4.0,5,2,4.0,호텔,친구형,1,서울,0.2,0.1,0.1,0.0,0.0,0.5,0.1,0.0
8402,6,1,2,2,2,10.0,3,2,2.0,게스트하우스/호스텔,친구형,1,서울,0.276,0.0862068965517241,0.0862068965517241,0.0,0.0,0.2068965517241379,0.3448275862068965,0.0
8405,2,2,2,4,6,10.0,2,2,1.0,호텔,친구형,1,서울,0.127,0.0254237288135593,0.0,0.1694915254237288,0.3177966101694915,0.0,0.3389830508474576,0.0211864406779661
8407,6,1,2,2,4,2.0,6,2,3.0,모텔/여관,혼자형,1,서울,0.256,0.0769230769230769,0.0,0.0,0.0,0.1538461538461538,0.5128205128205128,0.0
8410,2,2,6,1,1,5.0,4,2,2.0,호텔,가족형,3,서울,0.028,0.0,0.0,0.0,0.6875687568756877,0.0,0.2750275027502748,0.0099009900990098
8412,2,1,4,1,1,4.0,6,2,2.0,호텔,친구형,3,서울,0.195,0.0,0.0,0.0,0.7366071428571431,0.0,0.0558035714285714,0.0122767857142856
8413,6,1,3,4,6,4.0,2,2,2.0,모텔/여관,가족형,1,경기,0.299,0.044776119402985,0.044776119402985,0.0,0.0,0.1492537313432836,0.4477611940298507,0.0149253731343283
8415,11,1,3,1,7,4.0,6,2,4.0,호텔,혼자형,1,서울,0.22,0.0440771349862259,0.1652892561983471,0.0,0.0,0.3856749311294766,0.1652892561983471,0.0192837465564738
8416,6,1,6,3,5,3.0,1,2,2.0,호텔,가족형,1,서울,0.234,0.046875,0.0625,0.0,0.0,0.1875,0.46875,0.0
8419,11,2,2,4,7,3.0,3,2,4.0,호텔,혼자형,2,서울,0.086,0.1206896551724138,0.0172413793103448,0.0,0.0,0.4310344827586208,0.3448275862068966,0.0
8423,8,2,4,4,2,2.0,6,2,2.0,게스트하우스/호스텔,가족형,1,서울,0.182,0.0545454545454545,0.0,0.0,0.0,0.3636363636363636,0.3636363636363636,0.0363636363636363
8424,11,2,5,1,7,5.0,6,2,4.0,모텔/여관,가족형,1,서울,0.121,0.0096735187424425,0.0181378476420798,0.0,0.0,0.6045949214026595,0.2418379685610646,0.0048367593712212
8425,3,2,4,1,5,9.0,6,2,2.0,호텔,복합형(가족+친구),1,서울,0.227,0.0909090909090909,0.0,0.0,0.0,0.2272727272727273,0.4545454545454546,0.0
8427,12,1,1,2,7,4.0,2,1,4.0,친척 또는 친구 집,가족형,1,서울,0.183,0.0548780487804877,0.0,0.0,0.0,0.0,0.7317073170731708,0.0304878048780486
8432,19,2,2,1,6,5.0,3,2,4.0,민박/펜션,혼자형,2,서울,0.23,0.1224489795918367,0.0255102040816326,0.0,0.0,0.3571428571428571,0.2551020408163265,0.010204081632653
8433,13,2,2,1,6,2.0,6,2,2.0,호텔,친구형,2,서울,0.238,0.0,0.0,0.0,0.7142857142857143,0.0,0.0476190476190476,0.0
8436,13,2,4,1,1,5.0,3,3,2.0,호텔,가족형,4,서울,0.014,0.0,0.0,0.0,0.4225352112676056,0.0,0.5633802816901409,0.0
8437,97,2,2,1,1,5.0,6,2,4.0,호텔,혼자형,1,서울,0.1,0.0499999999999999,0.0,0.0,0.0,0.4499999999999999,0.3999999999999999,0.0
8438,19,2,2,1,1,4.0,5,2,4.0,기타,혼자형,3,서울,0.254,0.0847457627118644,0.0127118644067796,0.0,0.0,0.3389830508474575,0.2966101694915254,0.0127118644067796
8439,6,2,5,4,5,7.0,1,3,3.0,호텔,친구형,1,서울,0.238,0.0357142857142857,0.0119047619047619,0.3571428571428571,0.0,0.119047619047619,0.2380952380952381,0.0
8440,97,1,3,1,1,4.0,6,3,2.0,호텔,혼자형,3,서울,0.36,0.126126126126126,0.0,0.0,0.0,0.4054054054054055,0.0900900900900899,0.018018018018018
8441,3,2,5,4,3,3.0,6,3,2.0,호텔,혼자형,1,서울,0.128,0.1025641025641023,0.0,0.0,0.0,0.2564102564102563,0.5128205128205127,0.0
8442,97,1,2,1,1,10.0,6,2,4.0,호텔,혼자형,1,서울,0.27,0.0,0.0945945945945946,0.0,0.0675675675675676,0.5405405405405401,0.0,0.027027027027027
8443,12,2,2,2,6,4.0,6,2,4.0,호텔,가족형,1,서울,0.172,0.0689655172413793,0.0689655172413793,0.0,0.0,0.3448275862068966,0.3448275862068966,0.0
8444,16,1,5,1,1,5.0,5,2,4.0,호텔,복합형(가족+친구),4,서울,0.267,0.2666666666666668,0.0,0.0,0.0,0.2222222222222221,0.2222222222222221,0.0222222222222222
8445,12,1,1,1,7,9.0,6,1,4.0,호텔,가족형,3,부산,0.444,0.1422222222222225,0.0444444444444444,0.0,0.0,0.2666666666666664,0.0888888888888888,0.0133333333333333
8450,19,1,3,1,7,9.0,6,2,4.0,호텔,가족형,3,서울,0.129,0.0749354005167958,0.0051679586563307,0.0,0.0,0.5167958656330749,0.2583979328165374,0.0155038759689922
8453,6,1,4,1,5,4.0,6,3,2.0,호텔,혼자형,1,인천,0.395,0.0,0.0,0.0,0.0,0.2105263157894736,0.2631578947368421,0.131578947368421
8454,6,2,4,4,6,2.0,7,3,2.0,모텔/여관,직장형,1,서울,0.288,0.0384615384615384,0.0,0.0,0.0,0.1923076923076923,0.3846153846153846,0.0961538461538461
8455,19,1,3,1,7,3.0,3,2,4.0,호텔,직장형,1,서울,0.268,0.0223214285714285,0.0223214285714285,0.0,0.0,0.5803571428571428,0.0892857142857142,0.0178571428571428
8459,6,2,4,4,7,1.0,4,2,3.0,게스트하우스/호스텔,혼자형,1,서울,0.283,0.0,0.0,0.0,0.0,0.3018867924528302,0.3773584905660377,0.0377358490566037
8461,9,2,5,1,3,10.0,4,2,3.0,호텔,가족형,2,서울,0.157,0.0,0.0,0.0,0.7,0.0,0.1428571428571428,0.0
8462,16,1,2,1,1,10.0,6,2,4.0,호텔,가족형,2,서울,0.34,0.1941747572815535,0.0485436893203884,0.0,0.0,0.2427184466019416,0.1456310679611651,0.029126213592233
8463,9,2,4,1,7,10.0,6,2,3.0,호텔,친구형,3,서울,0.111,0.0,0.0,0.0,0.5555555555555556,0.0,0.3333333333333333,0.0
8466,19,1,2,1,6,4.0,6,3,3.0,호텔,단체형,1,서울,0.243,0.0214797136038186,0.0119331742243437,0.0,0.0,0.477326968973746,0.2386634844868738,0.0071599045346062
8469,6,2,2,3,3,4.0,6,2,2.0,게스트하우스/호스텔,친구형,1,서울,0.469,0.03125,0.0,0.0,0.0,0.1875,0.3125,0.0
8471,16,1,2,1,1,4.0,4,2,4.0,호텔,가족형,1,서울,0.278,0.0925925925925926,0.0,0.0,0.0,0.5555555555555556,0.0,0.0740740740740739
8473,6,2,2,4,2,7.0,6,2,2.0,게스트하우스/호스텔,친구형,1,서울,0.303,0.0,0.0,0.0,0.0,0.1515151515151515,0.4545454545454545,0.0909090909090909
8474,12,1,4,2,2,5.0,4,2,3.0,호텔,가족형,1,서울,0.212,0.092838196286472,0.0928381962864721,0.0,0.0,0.3236074270557031,0.2652519893899204,0.013262599469496
8476,6,1,3,3,7,4.0,2,2,3.0,게스트하우스/호스텔,친구형,1,서울,0.283,0.0471698113207547,0.0,0.0,0.0,0.2264150943396226,0.3773584905660377,0.0660377358490566
8477,1,1,3,1,7,10.0,6,2,3.0,호텔,혼자형,1,서울,0.37,0.037037037037037,0.0185185185185185,0.0,0.0,0.3703703703703704,0.1851851851851852,0.0185185185185185
8478,16,2,2,1,1,8.0,3,3,4.0,기타,혼자형,3,서울,0.12,0.0256410256410256,0.0,0.0,0.0,0.5128205128205121,0.3418803418803424,0.0
8479,5,2,3,3,4,10.0,6,2,3.0,호텔,가족형,1,서울,0.253,0.050632911392405,0.0,0.0,0.0,0.379746835443038,0.3164556962025316,0.0
8484,5,2,2,2,6,2.0,1,2,1.0,호텔,혼자형,1,서울,0.172,0.0344827586206895,0.0862068965517241,0.0,0.0,0.1551724137931041,0.5172413793103448,0.0344827586206896
8485,18,1,2,1,1,5.0,6,2,3.0,호텔,혼자형,3,제주,0.183,0.1603053435114503,0.0,0.0,0.0,0.5343511450381676,0.1221374045801526,0.0
8487,2,2,2,3,5,2.0,3,2,1.0,호텔,친구형,1,서울,0.135,0.0225563909774436,0.0,0.0,0.4511278195488722,0.0,0.3759398496240602,0.0150375939849624
8488,5,2,2,2,5,5.0,6,2,4.0,호텔,친구형,1,서울,0.229,0.0647865853658538,0.0152439024390243,0.0,0.0,0.1524390243902439,0.5335365853658536,0.0053353658536585
8489,10,2,2,1,1,5.0,6,3,3.0,게스트하우스/호스텔,가족형,1,서울,0.154,0.0769230769230769,0.0,0.0,0.0,0.3846153846153844,0.3846153846153844,0.0
8490,1,2,2,1,6,10.0,6,4,3.0,호텔,친구형,2,서울,0.106,0.0372340425531914,0.0,0.1773049645390071,0.0,0.5319148936170213,0.1418439716312056,0.0053191489361702
8492,5,1,3,1,5,4.0,4,3,3.0,호텔,혼자형,1,서울,0.077,0.0512820512820513,0.0,0.0,0.0,0.3589743589743586,0.0,0.5128205128205133
8493,3,2,5,2,6,5.0,3,2,2.0,호텔,가족형,1,서울,0.128,0.036697247706422,0.0,0.0,0.0,0.2752293577981651,0.5504587155963303,0.0091743119266055
8495,4,1,4,1,7,6.0,6,3,2.0,호텔,혼자형,1,서울,0.265,0.0722891566265059,0.0120481927710843,0.0,0.0,0.6024096385542167,0.0,0.0481927710843372
8497,2,2,3,2,6,2.0,4,2,1.0,호텔,가족형,1,서울,0.157,0.0236220472440944,0.0393700787401574,0.0787401574803149,0.3070866141732283,0.0,0.3937007874015748,0.0
8498,11,1,4,3,2,3.0,1,1,4.0,게스트하우스/호스텔,가족형,3,서울,0.337,0.1346153846153844,0.0192307692307692,0.0,0.0,0.2884615384615386,0.1923076923076922,0.0288461538461538
8500,2,2,4,1,5,1.0,1,2,1.0,호텔,친구형,1,서울,0.107,0.0426212040490143,0.0106553010122535,0.2663825253063403,0.0,0.1278636121470429,0.4262120404901438,0.019712306872669
8501,3,2,2,2,6,1.0,6,2,2.0,호텔,가족형,1,서울,0.118,0.0472813238770685,0.0,0.0,0.0,0.4728132387706856,0.3546099290780142,0.0070921985815602
8502,3,2,2,1,6,5.0,6,2,3.0,호텔,친구형,2,서울,0.344,0.0267175572519083,0.0,0.0,0.0,0.419847328244275,0.1908396946564883,0.0190839694656488
8508,2,1,3,1,7,2.0,2,2,1.0,호텔,친구형,2,경기,0.39,0.0649350649350649,0.0,0.0,0.0,0.1558441558441558,0.3896103896103896,0.0
8509,14,1,2,1,1,10.0,6,2,3.0,호텔,가족형,1,서울,0.416,0.0644490644490642,0.0,0.0,0.0,0.2910602910602911,0.2079002079002082,0.0207900207900208
8510,2,2,6,4,2,2.0,6,2,1.0,호텔,가족형,1,서울,0.14,0.1867413632119511,0.0,0.0,0.0,0.3267973856209151,0.3267973856209151,0.0196078431372549
8511,3,2,4,1,7,6.0,5,1,3.0,콘도미니엄/리조트,가족형,1,서울,0.371,0.096774193548387,0.0,0.0,0.0,0.4838709677419354,0.032258064516129,0.0161290322580645
8513,11,2,4,1,7,5.0,1,4,2.0,호텔,가족형,1,서울,0.162,0.0269299820466786,0.0035906642728904,0.0,0.0,0.5385996409335727,0.2692998204667863,0.0
8515,14,2,2,1,6,1.0,5,2,2.0,호텔,가족형,1,서울,0.299,0.1791044776119403,0.0049751243781094,0.0,0.0,0.2985074626865671,0.1990049751243781,0.0199004975124378
8516,5,2,4,4,2,10.0,2,2,3.0,호텔,친구형,1,서울,0.259,0.0444444444444444,0.0962962962962963,0.074074074074074,0.0,0.2222222222222222,0.2962962962962963,0.0074074074074074
8518,4,1,3,1,1,6.0,6,3,2.0,호텔,가족형,1,서울,0.427,0.0568720379146919,0.0189573459715639,0.0,0.0,0.3791469194312796,0.0947867298578199,0.0236966824644549
8519,14,2,2,1,6,4.0,6,3,2.0,호텔,친구형,1,서울,0.301,0.0319634703196346,0.0,0.0,0.0,0.4566210045662101,0.1826484018264837,0.0273972602739726
8520,1,1,2,3,5,2.0,3,2,3.0,호텔,혼자형,1,서울,0.292,0.0510948905109489,0.0,0.0,0.0,0.291970802919708,0.364963503649635,0.0
8521,5,2,2,1,1,9.0,6,3,3.0,호텔,친구형,1,서울,0.203,0.0225225225225225,0.045045045045045,0.0,0.0,0.2702702702702702,0.4504504504504504,0.009009009009009
8522,5,1,3,2,2,2.0,3,4,3.0,호텔,가족형,2,부산,0.32,0.0348837209302325,0.0,0.0,0.0,0.3488372093023255,0.2906976744186046,0.005813953488372
8524,5,2,3,4,2,1.0,6,2,2.0,호텔,가족형,1,서울,0.216,0.0,0.0201005025125628,0.0,0.0,0.2512562814070354,0.5025125628140702,0.0100502512562813
8525,1,2,3,4,3,7.0,3,4,3.0,호텔,단체형,1,서울,0.072,0.032490974729242,0.0,0.108303249097473,0.0,0.0541516245487365,0.7220216606498189,0.0108303249097473
8526,1,2,3,3,6,10.0,6,2,3.0,호텔,친구형,1,서울,0.161,0.0268672756582482,0.0,0.0,0.0,0.1612036539494895,0.6448146157979582,0.0059108006448146
8530,5,2,5,4,2,3.0,3,1,4.0,게스트하우스/호스텔,혼자형,1,서울,0.543,0.0387596899224806,0.0155038759689922,0.0,0.0,0.3100775193798449,0.0775193798449612,0.0155038759689922
8531,5,2,3,4,7,2.0,5,2,2.0,호텔,친구형,1,서울,0.12,0.036144578313253,0.0,0.0,0.0,0.2409638554216867,0.6024096385542168,0.0
8532,18,1,2,1,6,2.0,5,2,4.0,호텔,가족형,1,서울,0.306,0.0387755102040816,0.0020408163265306,0.0,0.0,0.6122448979591837,0.0408163265306122,0.0
8533,6,2,5,3,7,3.0,6,3,2.0,모텔/여관,가족형,1,서울,0.233,0.0465116279069767,0.0,0.2325581395348837,0.0,0.0697674418604651,0.3488372093023255,0.0697674418604651
8534,4,2,2,2,2,10.0,6,2,3.0,호텔,친구형,1,서울,0.126,0.0302267002518891,0.0503778337531485,0.0,0.0,0.6297229219143577,0.1259445843828715,0.0377833753148614
8535,18,2,5,1,7,5.0,5,2,4.0,호텔,가족형,4,서울,0.183,0.013089005235602,0.0078534031413612,0.0,0.7853403141361258,0.0,0.006544502617801,0.0039267015706806
8536,14,2,2,2,6,9.0,6,3,3.0,호텔,친구형,1,서울,0.032,0.0228310502283104,0.0,0.2351598173515978,0.0,0.1301369863013696,0.5707762557077632,0.0091324200913241
8537,5,2,6,3,2,1.0,5,2,1.0,호텔,가족형,1,서울,0.303,0.0151515151515151,0.0,0.0,0.0,0.1515151515151515,0.5303030303030303,0.0
8539,5,1,2,3,5,4.0,5,2,1.0,호텔,혼자형,1,서울,0.091,0.0228414801279122,0.0,0.0,0.0,0.1781635449977157,0.6852444038373686,0.0223846505253541
8543,17,2,4,3,7,4.0,6,3,3.0,호텔,가족형,1,서울,0.107,0.0346500346500346,0.0,0.4158004158004158,0.0,0.1649341649341649,0.2772002772002772,0.0
8544,4,2,4,1,1,1.0,6,4,2.0,호텔,가족형,1,서울,0.131,0.0478125747071479,0.0239062873535739,0.0,0.0,0.7171886206072197,0.0717188620607219,0.0078890748266794
8547,9,1,3,1,1,6.0,6,2,2.0,게스트하우스/호스텔,가족형,1,서울,0.312,0.0780031201248049,0.1887675507020281,0.0,0.0,0.2340093603744152,0.1560062402496098,0.0312012480499219
