아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,식비_비율,국내 교통비_비율,체험/활동비_비율,뷰티/의료비_비율,여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
5902,15,1,3,1,1,1.0,1.0,6.0,145.98,8.0,호텔,단체형,2,부산,783.892602739726,0.32653061224489754,0.2040816326530612,0.0,0.0,0.0,0.4081632653061229,0.061224489795918303,0.0
5903,15,2,5,1,1,8.0,1.0,6.0,223.475555555556,9.0,호텔,가족형,2,서울,1106.1716747026676,0.11689070718877825,0.06049094097019294,0.0043834015195791986,0.0,0.0,0.3798947983635298,0.43834015195791987,0.0
5904,5,2,2,1,1,5.0,1.0,1.0,292.114285714286,7.0,호텔,친구형,2,서울,1633.8475030450672,0.22865853658536583,0.10670731707317094,0.07621951219512192,0.0,0.0,0.33536585365853633,0.22865853658536583,0.02439024390243904
5906,7,2,3,1,1,8.0,6.0,10.0,586.25,4.0,호텔,가족형,1,서울,1845.0,0.2005420054200542,0.018970189701897018,0.008130081300813009,0.0,0.0,0.21680216802168023,0.5420054200542005,0.013550135501355014
5907,7,2,3,1,1,1.0,6.0,4.0,176.969696969697,11.0,호텔,가족형,2,서울,1413.3333333333321,0.2594339622641509,0.11792452830188663,0.023584905660377357,0.0,0.0,0.23584905660377353,0.3537735849056607,0.009433962264150927
5910,9,2,3,1,1,1.0,5.0,5.0,356.0,5.0,호텔,가족형,3,서울,1780.000000000004,0.049019607843137136,0.0,0.0,0.0,0.6372549019607852,0.0,0.29411764705882293,0.019607843137254843
5911,9,2,3,1,3,2.0,12.0,1.0,107.142857142857,7.0,호텔,친구형,1,서울,504.9019607843138,0.24271844660194142,0.048543689320388286,0.0,0.0,0.0,0.2912621359223305,0.3883495145631067,0.029126213592233052
5912,9,1,2,1,1,1.0,1.0,3.0,272.0,5.0,호텔,가족형,2,서울,1360.000000000002,0.0,0.0,0.0,0.0,0.8363903154805575,0.0,0.14673514306676447,0.016874541452677916
5915,2,2,5,1,4,7.0,3.0,9.0,222.75,4.0,호텔,친구형,1,서울,891.0000000000001,0.2577319587628866,0.029455081001472726,0.0736377025036818,0.0,0.4050073637702502,0.0,0.22091310751104598,0.013254786450662736
5916,15,2,4,1,2,8.0,3.0,6.0,284.390666666667,6.0,호텔,가족형,2,서울,914.8079999999999,0.3900709219858156,0.03546099290780142,0.02836879432624114,0.0,0.0,0.3546099290780142,0.1773049645390071,0.01418439716312057
5920,15,1,5,1,1,1.0,5.0,8.0,182.475,8.0,호텔,가족형,3,서울,726.6415178571425,0.2242152466367712,0.2690582959641257,0.013452914798206286,0.0,0.0,0.4484304932735424,0.044843049327354244,0.0
5925,1,2,2,1,1,4.0,8.0,2.0,235.81125,4.0,호텔,가족형,1,서울,667.845,0.2164948453608247,0.041237113402061855,0.0,0.20618556701030924,0.0,0.30927835051546393,0.20618556701030924,0.020618556701030927
5926,1,2,2,1,1,9.0,1.0,6.0,302.94,4.0,호텔,친구형,1,서울,936.3599999999998,0.3088235294117647,0.02205882352941177,0.05882352941176472,0.0,0.0,0.2941176470588236,0.2941176470588236,0.02205882352941177
5927,1,2,2,1,3,9.0,12.0,3.0,493.99875,4.0,호텔,친구형,1,서울,1724.8652006688956,0.168582375478927,0.011494252873563248,0.0,0.15325670498084273,0.0,0.2681992337164752,0.3831417624521076,0.015325670498084273
5928,1,2,5,1,4,3.0,1.0,3.0,304.0875,6.0,호텔,혼자형,1,서울,1627.8289962825284,0.2666666666666666,0.04999999999999999,0.0,0.0,0.0,0.41666666666666685,0.24999999999999992,0.016666666666666684
5930,1,2,4,1,3,2.0,14.0,4.0,1016.685,3.0,호텔,친구형,1,서울,2843.505,0.10653753026634383,0.012106537530266342,0.0,0.48426150121065376,0.0,0.14527845036319612,0.24213075060532688,0.009685230024213074
5933,11,1,3,1,1,9.0,4.0,8.0,181.818181818182,11.0,게스트하우스/호스텔,복합형(가족+친구),1,서울,1350.0,0.3333333333333333,0.03333333333333333,0.022222222222222223,0.0,0.0,0.4444444444444444,0.14814814814814814,0.018518518518518517
5934,1,2,3,1,2,10.0,1.0,1.0,282.285,5.0,호텔,친구형,1,서울,1193.2336956521744,0.25142857142857167,0.05142857142857142,0.0,0.0,0.0,0.34285714285714275,0.34285714285714275,0.011428571428571397
5935,1,1,3,1,1,4.0,2.0,4.0,327.726,5.0,호텔,친구형,1,서울,1363.23,0.29292929292929293,0.030303030303030304,0.0,0.0,0.0,0.35353535353535354,0.30303030303030304,0.0202020202020202
5937,1,1,4,1,1,10.0,13.0,7.0,266.79375,4.0,호텔,가족형,1,서울,901.935,0.25954198473282447,0.0,0.0,0.07633587786259542,0.0,0.26717557251908397,0.3816793893129771,0.015267175572519085
5938,1,1,3,1,4,9.0,2.0,2.0,484.704,5.0,호텔,친구형,1,서울,2216.9700000000003,0.17391304347826084,0.018633540372670808,0.0,0.0,0.0,0.17391304347826084,0.6211180124223602,0.012422360248447202
5939,1,1,6,1,3,8.0,2.0,3.0,402.7725,4.0,호텔,친구형,1,서울,1339.1760759493668,0.2131979695431473,0.025380710659898473,0.0,0.0,0.0,0.2538071065989847,0.5076142131979694,0.0
5940,14,2,4,1,1,1.0,13.0,10.0,899.51,6.0,호텔,가족형,4,서울,5397.06,0.0034129692832764505,0.0,0.0,0.0,0.9556313993174061,0.0,0.040955631399317405,0.0
5941,4,2,4,1,1,1.0,5.0,6.0,457.142857142857,14.0,기타,친구형,2,서울,5303.426791277262,0.1503759398496238,0.07518796992481204,0.003759398496240591,0.0,0.0,0.5639097744360905,0.18796992481202993,0.018796992481202993
5942,4,1,5,1,1,1.0,1.0,6.0,852.5,6.0,호텔,가족형,4,서울,5115.000000000003,0.02184235517568851,0.0,0.0,0.0,0.9496676163342829,0.0,0.028490028490028532,0.0
5943,2,1,3,1,4,7.0,8.0,3.0,123.42,5.0,호텔,혼자형,1,서울,419.1,0.34645669291338577,0.023622047244094488,0.0,0.0,0.0,0.47244094488188976,0.15748031496062992,0.0
5944,2,2,2,1,3,2.0,2.0,4.0,207.9,4.0,호텔,친구형,1,서울,633.6,0.17708333333333334,0.020833333333333332,0.0,0.0,0.0,0.26041666666666663,0.5208333333333333,0.020833333333333332
5947,2,2,5,1,4,8.0,1.0,6.0,156.2,3.0,호텔,친구형,1,서울,468.6,0.15492957746478872,0.042253521126760556,0.0,0.0,0.4788732394366197,0.0,0.28169014084507044,0.04225352112676056
5948,18,2,2,1,1,8.0,6.0,6.0,503.53125,8.0,게스트하우스/호스텔,가족형,2,서울,1902.5244063324546,0.19553072625698323,0.13966480446927357,0.022346368715083775,0.02793296089385476,0.0,0.4469273743016761,0.16759776536312848,0.0
5950,2,2,5,1,4,2.0,1.0,4.0,426.525,4.0,호텔,가족형,1,서울,1706.1000000000001,0.08704061895551257,0.015473887814313345,0.0,0.38684719535783363,0.3094777562862669,0.0,0.19342359767891681,0.007736943907156672
5953,2,2,5,1,2,2.0,2.0,4.0,288.2,3.0,호텔,친구형,1,서울,864.6,0.17557251908396948,0.022900763358778626,0.0,0.0,0.5725190839694656,0.0,0.22900763358778625,0.0
5954,2,2,5,1,2,2.0,2.0,6.0,264.0,4.0,호텔,친구형,1,서울,1056.0,0.1875,0.024999999999999998,0.0062499999999999995,0.0,0.53125,0.0,0.25,0.0
5955,3,2,2,1,4,4.0,13.0,6.0,395.2,6.0,호텔,친구형,1,서울,2059.2,0.24242424242424243,0.022727272727272728,0.0,0.0,0.0,0.27272727272727276,0.4545454545454546,0.007575757575757576
5956,3,1,3,1,1,1.0,11.0,6.0,312.445714285714,7.0,호텔,친구형,1,서울,1875.12,0.2495840266222962,0.024958402662229616,0.0,0.0,0.0,0.36605657237936773,0.3327787021630616,0.02662229617304493
5957,3,1,4,1,1,7.0,1.0,6.0,404.485714285714,7.0,호텔,가족형,1,서울,2535.0,0.19692307692307692,0.01846153846153846,0.006153846153846154,0.0,0.0,0.15384615384615385,0.6153846153846154,0.00923076923076923
5958,3,2,3,1,1,7.0,1.0,2.0,375.291428571429,7.0,호텔,가족형,1,서울,2346.2400000000002,0.16622340425531915,0.019946808510638295,0.006648936170212765,0.0,0.0,0.13297872340425532,0.6648936170212766,0.009308510638297872
5959,3,2,4,1,3,5.0,1.0,1.0,358.8,6.0,호텔,친구형,1,서울,1684.8,0.2777777777777778,0.037037037037037035,0.009259259259259259,0.0,0.0,0.2962962962962963,0.3703703703703704,0.009259259259259259
5960,3,2,4,1,4,4.0,12.0,4.0,301.6,6.0,호텔,친구형,1,서울,1341.6000000000001,0.34883720930232553,0.04651162790697674,0.0,0.0,0.0,0.34883720930232553,0.2325581395348837,0.02325581395348837
5961,3,2,2,1,4,7.0,1.0,4.0,244.4,6.0,호텔,혼자형,1,서울,998.4000000000001,0.31249999999999994,0.031249999999999997,0.0,0.0,0.0,0.46874999999999994,0.15624999999999997,0.031249999999999997
5962,3,1,2,1,1,4.0,11.0,6.0,291.2,6.0,호텔,친구형,1,서울,1279.1999999999998,0.24390243902439027,0.012195121951219514,0.0,0.0,0.0,0.24390243902439027,0.48780487804878053,0.012195121951219514
5963,3,2,5,1,1,4.0,12.0,6.0,300.56,6.0,호텔,단체형,1,서울,1335.3600000000001,0.35046728971962615,0.035046728971962614,0.011682242990654203,0.0,0.0,0.35046728971962615,0.23364485981308408,0.018691588785046728
5964,3,1,5,1,1,8.0,3.0,6.0,244.4,6.0,호텔,가족형,1,서울,1008.15,0.30303030303030304,0.045454545454545456,0.030303030303030304,0.0,0.0,0.30303030303030304,0.30303030303030304,0.015151515151515152
5965,1,2,4,1,4,11.0,13.0,6.0,1032.75,4.0,친척 또는 친구 집,혼자형,1,경기,3649.822260569448,0.07812500000000024,0.02343750000000004,0.0,0.5078125,0.0,0.0,0.3906249999999998,0.0
5966,1,2,3,1,1,8.0,13.0,3.0,367.2,3.0,호텔,단체형,2,인천,1101.6,0.0,0.0,0.0,0.0,0.37500000000000006,0.0,0.625,0.0
5967,1,1,3,1,1,8.0,3.0,6.0,367.2,3.0,호텔,친구형,2,인천,1101.6000000000006,0.0,0.0,0.0,0.0,0.3722084367245659,0.0,0.6203473945409428,0.00744416873449131
5968,1,2,4,1,2,7.0,5.0,5.0,266.22,3.0,호텔,단체형,1,서울,798.6599999999999,0.0,0.0,0.0,0.0,0.6495726495726494,0.0,0.34188034188034216,0.008547008547008553
5969,1,1,6,1,1,1.0,5.0,3.0,642.6,3.0,호텔,가족형,2,경기,1927.8,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0
5970,1,2,6,1,1,1.0,2.0,5.0,413.1,3.0,호텔,친구형,2,경기,1239.3,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0
5972,1,2,2,1,4,7.0,2.0,6.0,321.3,6.0,호텔,가족형,2,서울,1712.1020979020966,0.2362204724409448,0.02362204724409454,0.0,0.0,0.0,0.10236220472440925,0.6299212598425198,0.007874015748031513
5974,7,2,3,1,4,4.0,5.0,8.0,108.75705,6.0,호텔,친구형,1,서울,652.5423000000001,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0
5975,8,2,2,1,1,7.0,3.0,5.0,477.99,5.0,호텔,친구형,2,서울,2389.95,0.0,0.0,0.0,0.0,0.5575221238938054,0.0,0.4424778761061947,0.0
5976,8,2,5,1,1,8.0,3.0,1.0,423.0,5.0,호텔,가족형,3,서울,2114.9999999999995,0.0,0.0,0.0,0.0,0.5990338164251208,0.0,0.3864734299516908,0.01449275362318842
5979,11,2,2,1,2,8.0,11.0,3.0,92.3225806451613,31.0,호텔,친구형,1,서울,2430.4885035808516,0.3550821127385707,0.06657789613848202,0.0,0.0,0.0,0.3328894806924103,0.2219263204616067,0.02352418996893031
5981,11,2,2,1,1,1.0,11.0,6.0,108.75705,15.0,모텔/여관,가족형,2,서울,525.6704679446884,0.16254876462938894,0.2925877763328996,0.0,0.0,0.0,0.3250975292587783,0.19505851755526618,0.0247074122236671
5983,11,2,4,1,1,7.0,2.0,6.0,458.333333333333,12.0,친척 또는 친구 집,친구형,3,서울,4810.200668896324,0.09560229445506688,0.05353728489483748,0.009560229445506689,0.0,0.0,0.07648183556405354,0.7648183556405354,0.0
5985,7,2,3,1,2,4.0,5.0,3.0,380.649675,6.0,호텔,단체형,1,서울,2283.8980500000002,0.47619047619047616,0.15873015873015872,0.0,0.0,0.0,0.31746031746031744,0.0,0.047619047619047616
5986,12,2,2,1,3,2.0,2.0,3.0,241.666666666667,6.0,호텔,친구형,1,서울,1044.4055944055938,0.2912621359223301,0.029126213592233007,0.09708737864077677,0.0,0.0,0.2912621359223301,0.2912621359223301,0.0
5989,7,1,2,1,4,8.0,12.0,5.0,310.86390125,4.0,호텔,가족형,1,제주,1243.455605,0.0,0.11661807580174927,0.0,0.0,0.0,0.29154518950437314,0.5830903790087463,0.008746355685131194
5991,18,1,2,1,1,1.0,1.0,6.0,205.888333333333,12.0,호텔,가족형,2,서울,1498.242798833819,0.43269230769230743,0.12980769230769215,0.0144230769230769,0.0,0.0,0.28846153846153866,0.12019230769230793,0.0144230769230769
5992,11,1,2,1,1,9.0,12.0,3.0,100.0,5.0,호텔,친구형,1,서울,500.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
5993,11,2,2,1,1,1.0,5.0,9.0,110.0,10.0,친척 또는 친구 집,혼자형,3,서울,500.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.0
5994,11,2,3,1,1,8.0,6.0,1.0,168.75,16.0,호텔,친구형,3,서울,1689.6049896049904,0.24916943521594687,0.1096345514950166,0.0,0.0,0.0,0.46511627906976727,0.16611295681063135,0.009966777408637845
5995,11,2,2,1,1,7.0,6.0,10.0,144.444444444444,9.0,호텔,친구형,2,서울,732.727272727273,0.19354838709677438,0.06451612903225808,0.0,0.0,0.0,0.38709677419354876,0.3225806451612897,0.032258064516128976
5996,18,2,2,1,1,3.0,6.0,3.0,115.683076923077,26.0,호텔,혼자형,3,서울,1933.56,0.22222222222222224,0.05555555555555556,0.02777777777777778,0.0,0.0,0.38888888888888895,0.2777777777777778,0.02777777777777778
5997,7,1,2,1,4,10.0,2.0,10.0,490.615136666667,3.0,호텔,친구형,1,서울,1109.3219100000001,0.130718954248366,0.019607843137254898,0.0,0.0,0.0,0.19607843137254902,0.6535947712418301,0.0
5998,18,1,2,1,1,7.0,2.0,6.0,130.438571428571,14.0,호텔,가족형,2,서울,1062.977014925374,0.28205128205128194,0.07692307692307689,0.0,0.0,0.0,0.5128205128205127,0.1025641025641029,0.02564102564102563
6002,12,2,2,1,2,6.0,13.0,7.0,500.0,3.0,호텔,친구형,1,서울,996.6442953020137,0.10101010101010066,0.020202020202020235,0.07070707070707066,0.0,0.0,0.5050505050505054,0.303030303030303,0.0
6003,7,1,2,1,2,2.0,5.0,5.0,219.689241,5.0,호텔,친구형,1,서울,1098.446205,0.33003300330033003,0.0,0.0,0.0,0.0,0.6600660066006601,0.0,0.009900990099009901
6004,19,2,5,1,2,7.0,7.0,3.0,496.98534375,8.0,호텔,가족형,5,서울,3975.88275,0.05403579871664978,0.0070921985815602835,0.0,0.0,0.8780817291455589,0.0,0.04052684903748733,0.020263424518743665
6005,12,2,2,1,1,7.0,8.0,3.0,120.0,5.0,호텔,친구형,2,서울,528.3439490445861,0.27124773960216986,0.14466546112115736,0.1808318264014467,0.0,0.0,0.14466546112115733,0.1808318264014467,0.07775768535262205
6008,7,2,5,1,4,4.0,2.0,4.0,462.821668333333,3.0,호텔,친구형,1,서울,1388.465005,0.10443864229765012,0.10443864229765012,0.0,0.0,0.0,0.26109660574412535,0.5221932114882507,0.007832898172323759
6009,12,1,3,1,1,8.0,2.0,6.0,107.692307692308,13.0,호텔,가족형,3,서울,1248.9208633093522,0.0,0.11290322580645164,0.2016129032258064,0.0,0.3225806451612907,0.16129032258064496,0.2016129032258064,0.0
6013,16,2,2,1,1,1.0,1.0,10.0,188.25,10.0,게스트하우스/호스텔,혼자형,2,서울,959.7058823529406,0.32051282051282043,0.07692307692307689,0.06410256410256408,0.0,0.0,0.25641025641025655,0.25641025641025655,0.025641025641025654
6014,12,2,2,1,1,7.0,2.0,10.0,350.0,4.0,게스트하우스/호스텔,친구형,1,서울,689.8550724637682,0.08823529411764704,0.014705882352941199,0.0,0.0,0.0,0.1617647058823533,0.7352941176470584,0.0
6015,4,1,3,1,1,1.0,5.0,1.0,324.166666666667,6.0,호텔,혼자형,1,서울,645.0,0.46511627906976744,0.031007751937984496,0.015503875968992248,0.0,0.0,0.46511627906976744,0.0,0.023255813953488372
6017,7,1,2,1,3,8.0,11.0,6.0,293.644035,3.0,호텔,단체형,1,서울,880.9321050000001,0.16460905349794236,0.5761316872427983,0.0,0.0,0.0,0.24691358024691357,0.0,0.012345679012345678
6019,3,2,2,1,2,4.0,1.0,6.0,300.3,4.0,호텔,친구형,1,서울,824.3529411764707,0.11428571428571432,0.03809523809523815,0.003809523809523815,0.0,0.0,0.26666666666666644,0.5714285714285716,0.005714285714285716
6021,3,1,4,1,1,5.0,2.0,9.0,223.6,6.0,호텔,가족형,2,서울,916.9434935521695,0.377358490566038,0.013722126929674084,0.0,0.0,0.0,0.25728987993138897,0.3430531732418527,0.008576329331046304
6022,19,2,3,1,1,9.0,13.0,3.0,362.5425,8.0,호텔,친구형,1,서울,2008.754,0.10695187165775402,0.06951871657754012,0.010695187165775402,0.0,0.0,0.27807486631016043,0.5347593582887701,0.0
6023,19,2,2,1,1,1.0,1.0,3.0,158.4445,16.0,게스트하우스/호스텔,혼자형,2,서울,1783.172,0.24096385542168675,0.1566265060240964,0.030120481927710843,0.0,0.0,0.24096385542168675,0.30120481927710846,0.030120481927710843
6025,3,2,2,1,1,9.0,2.0,4.0,316.457142857143,7.0,게스트하우스/호스텔,친구형,1,서울,1871.0305084745717,0.1204013377926422,0.03846153846153857,0.0,0.0,0.0,0.16722408026755872,0.6688963210702339,0.005016722408026767
6027,3,2,4,1,1,7.0,6.0,9.0,349.44,5.0,호텔,단체형,1,서울,1747.2,0.017857142857142856,0.0,0.0,0.0,0.8035714285714286,0.0,0.17857142857142858,0.0
6028,10,2,4,1,1,1.0,5.0,2.0,314.2875,4.0,호텔,친구형,1,서울,1257.1499999999996,0.17699115044247787,0.04129793510324481,0.029498525073746344,0.0,0.5604719764011798,0.0,0.17699115044247787,0.014749262536873172
6030,19,1,4,1,1,8.0,6.0,7.0,325.515151515152,11.0,호텔,가족형,4,서울,1636.5732148733118,0.2159827213822893,0.2159827213822893,0.021598272138228933,0.0,0.0,0.4319654427645792,0.10799136069114465,0.00647948164146868
6031,10,1,2,1,1,1.0,1.0,5.0,187.34,6.0,호텔,친구형,2,서울,857.4692490118588,0.2590673575129535,0.13816925734024169,0.09499136442141613,0.0,0.0,0.21588946459412778,0.2590673575129535,0.03281519861830736
6034,20,1,5,1,1,1.0,3.0,4.0,771.192857142857,7.0,호텔,단체형,1,서울,4658.849999999999,0.14285714285714288,0.04761904761904763,0.0,0.0,0.0,0.7936507936507937,0.015873015873015876,0.0
6036,4,1,2,1,1,1.0,5.0,8.0,414.0,5.0,호텔,가족형,1,서울,970.0,0.36082474226804123,0.030927835051546393,0.07216494845360824,0.0,0.0,0.30927835051546393,0.20618556701030927,0.020618556701030927
6041,1,2,2,1,1,9.0,13.0,3.0,90.882,5.0,호텔,혼자형,2,서울,313.24713017751486,0.21459227467811146,0.019313304721030045,0.0,0.06437768240343338,0.0,0.4291845493562235,0.2575107296137338,0.015021459227467808
6043,4,2,2,1,1,1.0,5.0,4.0,303.571428571429,7.0,호텔,친구형,1,서울,925.0,0.3027027027027027,0.043243243243243246,0.0918918918918919,0.0,0.0,0.32432432432432434,0.21621621621621623,0.021621621621621623
6052,1,1,3,1,1,5.0,2.0,6.0,339.66,10.0,모텔/여관,가족형,1,서울,3257.9632653061317,0.056737588652482254,0.018439716312056705,0.0,0.4255319148936172,0.0,0.07092198581560266,0.4255319148936172,0.0028368794326241037
6055,1,2,2,1,1,9.0,8.0,6.0,100.98,6.0,호텔,친구형,2,서울,388.03550561797744,0.17543859649122806,0.2807017543859649,0.24561403508771928,0.0,0.0,0.17543859649122806,0.10526315789473682,0.017543859649122806
6060,1,2,5,1,4,4.0,2.0,3.0,688.5,4.0,호텔,혼자형,1,서울,2612.7692307692296,0.135135135135135,0.05405405405405391,0.0,0.0,0.0,0.16216216216216237,0.6486486486486487,0.0
6063,4,2,3,1,1,1.0,6.0,8.0,368.333333333333,6.0,호텔,친구형,1,서울,1010.0,0.27722772277227725,0.034653465346534656,0.07920792079207921,0.0,0.0,0.39603960396039606,0.19801980198019803,0.01485148514851485
6064,13,2,3,1,4,7.0,8.0,6.0,138.10419047619,7.0,게스트하우스/호스텔,친구형,2,서울,540.6488240287304,0.0656742556917687,0.010507880910683004,0.32837127845884445,0.0,0.0,0.3064798598949208,0.2626970227670755,0.026269702276707555
6065,10,1,4,1,4,2.0,2.0,6.0,374.434986428571,7.0,호텔,가족형,1,서울,1895.997905,0.03824091778202677,0.19120458891013387,0.0,0.0,0.0,0.7648183556405355,0.0,0.0057361376673040155
6066,5,1,4,1,4,8.0,6.0,6.0,1065.0,9.0,호텔,가족형,1,서울,9264.85971943888,0.04146510020732552,0.003455425017277122,0.0,0.0,0.0,0.05528680027643403,0.8984105044920525,0.0013821700069108509
6067,1,2,2,1,1,7.0,2.0,6.0,527.85,6.0,호텔,친구형,2,서울,2889.89212253829,0.14388489208633104,0.08633093525179862,0.0,0.4796163069544356,0.0,0.19184652278177497,0.09592326139088748,0.0023980815347721856
6068,10,1,4,1,3,2.0,3.0,3.0,208.192067142857,7.0,호텔,가족형,2,서울,1457.34447,0.19900497512437812,0.04975124378109453,0.0,0.0,0.0,0.19900497512437812,0.24875621890547264,0.3034825870646766
6071,10,2,5,1,4,2.0,2.0,5.0,1687.5,7.0,호텔,친구형,1,서울,474.369999999971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6072,1,1,4,1,1,1.0,2.0,9.0,289.17,4.0,호텔,친구형,1,서울,907.9316129032252,0.07610350076103507,0.228310502283105,0.0,0.0,0.0,0.228310502283105,0.45662100456621,0.010654490106544902
6073,1,1,4,1,1,1.0,5.0,3.0,309.825,4.0,호텔,혼자형,1,서울,1101.6,0.625,0.0,0.0,0.0,0.0,0.25,0.125,0.0
6074,2,2,3,1,4,8.0,2.0,1.0,276.76,3.0,호텔,친구형,1,서울,830.28,0.1589825119236884,0.0397456279809221,0.0,0.1589825119236884,0.38950715421303655,0.0,0.2384737678855326,0.014308426073131956
6077,10,2,2,1,4,4.0,7.0,6.0,1687.5,8.0,호텔,가족형,1,서울,9960.42308680368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6078,2,1,2,1,1,7.0,6.0,1.0,202.84,3.0,호텔,친구형,1,서울,403.92,0.19607843137254902,0.024509803921568627,0.16339869281045752,0.0,0.0,0.16339869281045752,0.4084967320261438,0.044117647058823525
6082,2,2,2,1,2,7.0,13.0,4.0,297.0,4.0,호텔,친구형,1,서울,1187.9999999999998,0.1662049861495842,0.027700831024930726,0.0,0.1939058171745152,0.321329639889197,0.0,0.2770083102493073,0.013850415512465408
6086,8,2,2,1,4,2.0,3.0,6.0,203.570888461538,13.0,호텔,혼자형,2,서울,1554.5918941256837,0.11627906976744182,0.055813953488372106,0.013953488372093027,0.0,0.0,0.6976744186046513,0.09302325581395351,0.02325581395348838
6090,8,1,4,1,1,9.0,2.0,2.0,670.757142857143,7.0,호텔,가족형,3,서울,4695.3,0.009009009009009007,0.0,0.0,0.0,0.3153153153153153,0.0,0.6756756756756757,0.0
6091,10,1,2,1,1,1.0,1.0,10.0,92.4375,8.0,호텔,가족형,3,제주,739.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0
6092,10,2,2,1,1,4.0,13.0,6.0,38.515625,8.0,호텔,가족형,3,제주,199.83176470588236,0.2469135802469134,0.13580246913580268,0.0,0.0,0.0,0.49382716049382713,0.1234567901234567,0.0
6094,4,1,3,1,1,1.0,6.0,6.0,302.142857142857,7.0,호텔,혼자형,1,서울,915.0,0.4371584699453552,0.04918032786885246,0.0546448087431694,0.0,0.0,0.4371584699453552,0.0,0.02185792349726776
6098,8,1,3,1,1,1.0,12.0,2.0,193.875,9.0,콘도미니엄/리조트,가족형,3,서울,1511.9426577669906,0.28011204481792706,0.25070028011204476,0.042016806722689024,0.0,0.0,0.2801120448179271,0.14005602240896387,0.0070028011204481926
6099,10,2,4,1,3,2.0,7.0,3.0,369.75,10.0,호텔,친구형,2,서울,3697.5,0.1,0.1,0.0,0.0,0.4,0.0,0.4,0.0
6100,10,2,2,1,4,2.0,9.0,6.0,264.107142857143,7.0,호텔,가족형,1,서울,1280.9956813819579,0.0831024930747923,0.27700831024930733,0.0,0.0,0.0,0.0831024930747923,0.554016620498615,0.0027700831024930713
6104,7,1,3,1,4,4.0,5.0,6.0,145.0094,5.0,호텔,단체형,1,서울,725.047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6105,1,2,3,1,2,2.0,5.0,1.0,174.42,6.0,호텔,혼자형,2,부산,841.32,0.3252032520325203,0.09756097560975609,0.0,0.0,0.0,0.2439024390243902,0.3252032520325203,0.008130081300813007
6108,15,1,1,1,3,2.0,2.0,4.0,162.2,10.0,호텔,가족형,1,서울,1153.6650625601537,0.13531799729364008,0.047361299052774024,0.0,0.0,0.0,0.5412719891745603,0.27063599458728016,0.0054127198917456034
6109,10,2,3,1,1,8.0,3.0,2.0,168.068181818182,11.0,호텔,가족형,3,서울,1412.8953831041256,0.17994858611825174,0.07712082262210801,0.038560411311054005,0.0,0.0,0.30848329048843176,0.38560411311054005,0.010282776349614414
6112,1,2,2,1,2,7.0,2.0,2.0,252.45,6.0,호텔,친구형,1,서울,1514.7,0.17608733932030304,0.0176087339320303,0.4490227152667723,0.0,0.0,0.2641310089804542,0.08804366966015119,0.005106532840288783
6119,7,1,5,1,2,2.0,10.0,5.0,243.494950833333,6.0,호텔,친구형,1,서울,1460.969705,0.24813895781637718,0.0,0.0,0.0,0.0,0.49627791563275436,0.0,0.2555831265508685
6123,1,2,4,1,4,8.0,2.0,3.0,289.17,4.0,호텔,친구형,1,서울,813.2476959619951,0.16891891891891905,0.08445945945945953,0.0,0.0,0.0,0.21959459459459407,0.5067567567567572,0.02027027027027024
6126,7,1,4,1,2,3.0,10.0,5.0,344.397325,6.0,호텔,친구형,1,서울,2066.38395,0.1754385964912281,0.12280701754385966,0.0,0.0,0.0,0.3508771929824562,0.3508771929824562,0.0
6127,14,2,5,1,1,1.0,7.0,2.0,545.232,5.0,호텔,혼자형,1,서울,1252.56,0.17647058823529413,0.11764705882352942,0.0,0.0,0.0,0.5294117647058824,0.17647058823529413,0.0
6129,7,2,3,1,2,9.0,4.0,3.0,543.78525,4.0,호텔,가족형,1,서울,2175.141,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
6130,2,2,2,1,1,1.0,6.0,4.0,192.06,3.0,호텔,친구형,1,서울,397.98,0.33167495854063017,0.024875621890547265,0.03316749585406301,0.0,0.0,0.24875621890547261,0.33167495854063017,0.029850746268656716
6131,11,1,2,1,1,9.0,7.0,3.0,422.007142857143,7.0,호텔,친구형,1,서울,1342.75,0.2,0.16,0.0,0.0,0.0,0.6,0.02,0.02
