아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위
16392,2,1,가성비,혼자형,3,서울 심층형,200.0,7.0,"역사, 전통, 자연",경험 및 관계
16393,2,4,여행 편의성,혼자형,1,서울 심층형,547.75,8.0,도시 소비형,K-컬처형
16395,5,1,여행 편의성,직장형,2,서울 단기형,70.0,5.0,특수 목적,경험 및 관계
16398,2,1,여행 편의성,직장형,3,서울 단기형,187.8,5.0,도시 소비형,K-컬처형
16400,3,2,안전 및 퀄리티,혼자형,2,서울 심층형,205.2,17.0,도시 소비형,경험 및 관계
16401,1,3,여행 편의성,가족형,4,수도권/지방형(탐험가형),50.4545454545455,22.0,"역사, 전통, 자연",경험 및 관계
16402,2,4,여행 편의성,가족형,2,서울 단기형,331.78,5.0,도시 소비형,가성비 및 접근성
16407,2,3,여행 편의성,친구형,2,서울 심층형,226.23,11.0,"역사, 전통, 자연",가성비 및 접근성
16410,2,1,여행 편의성,친구형,1,서울 심층형,305.6,8.0,도시 소비형,K-컬처형
16412,2,4,여행 편의성,친구형,2,서울 심층형,226.810076923077,13.0,경험형,경험 및 관계
16413,5,1,여행 편의성,가족형,3,서울 심층형,239.940909090909,11.0,경험형,경험 및 관계
16417,3,4,가성비,친구형,1,서울 심층형,148.758970588235,17.0,경험형,경험 및 관계
16418,2,1,안전 및 퀄리티,가족형,4,서울 심층형,315.0,10.0,"역사, 전통, 자연",경험 및 관계
16419,3,1,여행 편의성,가족형,2,서울 단기형,340.0,5.0,도시 소비형,경험 및 관계
16420,5,4,안전 및 퀄리티,가족형,1,서울 심층형,165.454545454545,11.0,특수 목적,경험 및 관계
16421,2,1,안전 및 퀄리티,혼자형,1,서울 심층형,138.428571428571,14.0,특수 목적,K-컬처형
16422,3,3,안전 및 퀄리티,혼자형,2,서울 심층형,216.981818181818,11.0,도시 소비형,K-컬처형
16423,2,1,안전 및 퀄리티,복합형(가족+친구),3,서울 심층형,201.733333333333,9.0,특수 목적,K-컬처형
16424,2,1,여행 편의성,혼자형,2,수도권/지방형(탐험가형),222.484090909091,11.0,"역사, 전통, 자연",경험 및 관계
16425,5,1,안전 및 퀄리티,혼자형,4,수도권/지방형(탐험가형),33.4676923076923,13.0,경험형,경험 및 관계
16426,2,1,여행 편의성,가족형,4,서울 심층형,123.602272727273,11.0,경험형,경험 및 관계
16427,3,2,안전 및 퀄리티,가족형,1,서울 심층형,235.714285714286,7.0,특수 목적,경험 및 관계
16428,2,2,여행 편의성,친구형,1,서울 심층형,157.7165,10.0,"역사, 전통, 자연",K-컬처형
16432,2,1,여행 편의성,가족형,1,서울 심층형,412.5625,8.0,"역사, 전통, 자연",경험 및 관계
16436,2,1,안전 및 퀄리티,친구형,1,서울 단기형,222.75,4.0,경험형,K-컬처형
16438,5,1,여행 편의성,친구형,2,서울 단기형,319.76,5.0,도시 소비형,가성비 및 접근성
16439,4,2,여행 편의성,혼자형,1,서울 심층형,1087.7,6.0,도시 소비형,경험 및 관계
16441,2,2,안전 및 퀄리티,친구형,4,서울 심층형,453.333333333333,15.0,특수 목적,경험 및 관계
16444,6,4,안전 및 퀄리티,친구형,1,서울 단기형,242.0,3.0,도시 소비형,경험 및 관계
16445,2,1,안전 및 퀄리티,가족형,3,서울 심층형,264.155714285714,7.0,"역사, 전통, 자연",경험 및 관계
16447,2,1,안전 및 퀄리티,가족형,3,서울 심층형,256.386428571429,7.0,경험형,경험 및 관계
16448,2,1,여행 편의성,친구형,1,서울 단기형,231.0,4.0,경험형,K-컬처형
16449,3,3,안전 및 퀄리티,혼자형,1,서울 단기형,187.8,5.0,도시 소비형,경험 및 관계
16450,3,1,여행 편의성,가족형,5,서울 심층형,123.809523809524,14.0,특수 목적,경험 및 관계
16453,4,1,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),314.878,5.0,"역사, 전통, 자연",경험 및 관계
16462,2,4,여행 편의성,혼자형,1,서울 단기형,210.9,4.0,경험형,K-컬처형
16465,2,2,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),96.0,8.0,특수 목적,K-컬처형
16466,2,1,여행 편의성,혼자형,1,서울 단기형,365.56,4.0,경험형,K-컬처형
16469,3,2,안전 및 퀄리티,혼자형,1,서울 단기형,330.41,4.0,특수 목적,경험 및 관계
16470,2,3,여행 편의성,혼자형,1,서울 단기형,193.325,4.0,경험형,K-컬처형
16472,3,2,여행 편의성,단체형,2,서울 단기형,316.35,4.0,경험형,K-컬처형
16473,5,1,안전 및 퀄리티,복합형(가족+친구),1,서울 단기형,395.01,5.0,"역사, 전통, 자연",K-컬처형
16476,3,3,여행 편의성,가족형,1,서울 단기형,281.2,3.0,경험형,K-컬처형
16480,2,3,여행 편의성,친구형,1,서울 단기형,330.75,4.0,"역사, 전통, 자연",K-컬처형
16486,3,1,여행 편의성,혼자형,2,수도권/지방형(탐험가형),217.290909090909,11.0,도시 소비형,경험 및 관계
16502,3,3,안전 및 퀄리티,혼자형,1,서울 단기형,257.25,4.0,"역사, 전통, 자연",가성비 및 접근성
16506,4,3,여행 편의성,혼자형,2,서울 심층형,353.242857142857,14.0,경험형,K-컬처형
16507,2,1,여행 편의성,가족형,3,서울 심층형,408.333333333333,6.0,"역사, 전통, 자연",경험 및 관계
16508,3,4,여행 편의성,가족형,1,서울 단기형,393.225,4.0,"역사, 전통, 자연",K-컬처형
16509,3,2,여행 편의성,친구형,1,서울 단기형,367.5,4.0,도시 소비형,K-컬처형
16510,6,2,안전 및 퀄리티,가족형,2,서울 단기형,154.66,5.0,"역사, 전통, 자연",K-컬처형
16511,3,3,여행 편의성,혼자형,1,서울 단기형,287.96,5.0,경험형,K-컬처형
16513,2,2,안전 및 퀄리티,가족형,1,서울 단기형,281.2,3.0,경험형,가성비 및 접근성
16516,4,4,여행 편의성,가족형,1,서울 단기형,656.133333333333,3.0,경험형,K-컬처형
16520,2,4,여행 편의성,친구형,1,서울 심층형,281.073636363636,11.0,도시 소비형,경험 및 관계
16521,2,1,여행 편의성,가족형,1,서울 심층형,62.8416666666667,6.0,도시 소비형,경험 및 관계
16522,2,1,여행 편의성,친구형,1,서울 단기형,1124.8,3.0,도시 소비형,K-컬처형
16523,5,1,안전 및 퀄리티,가족형,1,서울 단기형,281.2,4.0,경험형,가성비 및 접근성
16524,3,4,여행 편의성,가족형,1,서울 단기형,300.0,5.0,경험형,K-컬처형
16528,6,1,여행 편의성,가족형,1,서울 단기형,264.04,5.0,경험형,경험 및 관계
16530,2,2,여행 편의성,단체형,2,서울 심층형,297.045,12.0,"역사, 전통, 자연",경험 및 관계
16531,2,1,안전 및 퀄리티,단체형,2,서울 심층형,616.093333333333,6.0,"역사, 전통, 자연",경험 및 관계
16532,6,4,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),202.085714285714,7.0,도시 소비형,K-컬처형
16533,6,4,여행 편의성,가족형,2,서울 단기형,385.8,4.0,"역사, 전통, 자연",K-컬처형
16534,4,4,안전 및 퀄리티,단체형,1,서울 단기형,257.2,5.0,도시 소비형,K-컬처형
16535,2,1,안전 및 퀄리티,친구형,1,서울 단기형,293.208,5.0,도시 소비형,K-컬처형
16536,2,1,여행 편의성,친구형,1,서울 단기형,277.776,5.0,도시 소비형,K-컬처형
16537,3,4,안전 및 퀄리티,가족형,2,서울 심층형,464.388888888889,9.0,특수 목적,K-컬처형
16538,3,3,여행 편의성,혼자형,1,수도권/지방형(탐험가형),275.571428571429,7.0,특수 목적,K-컬처형
16540,3,4,여행 편의성,혼자형,1,서울 심층형,458.333333333333,6.0,특수 목적,경험 및 관계
16542,2,1,가성비,친구형,2,수도권/지방형(탐험가형),125.314285714286,21.0,특수 목적,K-컬처형
16546,2,3,여행 편의성,친구형,3,서울 심층형,380.0,10.0,도시 소비형,경험 및 관계
16548,4,1,여행 편의성,단체형,4,서울 심층형,209.371428571429,7.0,경험형,경험 및 관계
16549,4,4,가성비,친구형,3,서울 심층형,489.428571428571,7.0,"역사, 전통, 자연",경험 및 관계
16550,2,4,여행 편의성,친구형,1,서울 심층형,472.026666666667,6.0,경험형,경험 및 관계
16551,2,1,안전 및 퀄리티,가족형,4,서울 심층형,207.488,15.0,"역사, 전통, 자연",경험 및 관계
16552,5,1,안전 및 퀄리티,가족형,1,서울 단기형,615.98,4.0,"역사, 전통, 자연",경험 및 관계
16556,2,1,여행 편의성,친구형,2,서울 심층형,251.24,6.0,도시 소비형,경험 및 관계
16558,2,1,안전 및 퀄리티,가족형,2,서울 심층형,181.197333333333,9.0,특수 목적,경험 및 관계
16560,3,1,안전 및 퀄리티,혼자형,4,서울 심층형,116.712,20.0,경험형,경험 및 관계
16561,5,2,여행 편의성,친구형,2,수도권/지방형(탐험가형),271.93875,8.0,"역사, 전통, 자연",경험 및 관계
16562,2,1,안전 및 퀄리티,친구형,2,서울 심층형,1000.0,9.0,"역사, 전통, 자연",경험 및 관계
16563,2,1,안전 및 퀄리티,단체형,1,서울 단기형,933.333333333333,3.0,특수 목적,경험 및 관계
16567,5,1,안전 및 퀄리티,친구형,2,서울 심층형,156.356875,16.0,특수 목적,경험 및 관계
16569,3,1,가성비,가족형,1,서울 심층형,105.748611111111,18.0,"역사, 전통, 자연",K-컬처형
16577,3,1,안전 및 퀄리티,단체형,1,서울 단기형,330.0,3.0,"역사, 전통, 자연",K-컬처형
16579,4,1,여행 편의성,직장형,2,서울 단기형,62.6,5.0,"역사, 전통, 자연",K-컬처형
16588,5,1,안전 및 퀄리티,가족형,2,서울 심층형,225.0,11.0,도시 소비형,경험 및 관계
16589,3,1,여행 편의성,가족형,1,서울 심층형,166.666666666667,15.0,도시 소비형,경험 및 관계
16592,3,3,가성비,혼자형,1,서울 심층형,93.7333333333333,6.0,특수 목적,경험 및 관계
16595,2,1,여행 편의성,친구형,2,서울 심층형,238.457307692308,13.0,경험형,경험 및 관계
16596,3,4,여행 편의성,친구형,3,서울 심층형,354.279428571428,7.0,경험형,경험 및 관계
16597,2,1,가성비,혼자형,2,서울 단기형,353.5025,4.0,"역사, 전통, 자연",경험 및 관계
16598,2,1,여행 편의성,친구형,3,서울 심층형,150.604615384615,13.0,"역사, 전통, 자연",K-컬처형
16599,6,1,안전 및 퀄리티,가족형,1,서울 단기형,978.93,2.0,"역사, 전통, 자연",경험 및 관계
16600,3,1,안전 및 퀄리티,혼자형,3,서울 심층형,366.153846153846,13.0,경험형,K-컬처형
16605,3,1,안전 및 퀄리티,가족형,1,서울 심층형,316.209928571429,7.0,도시 소비형,K-컬처형
16612,3,4,여행 편의성,혼자형,1,서울 단기형,1012.32,2.0,"역사, 전통, 자연",가성비 및 접근성
16616,4,1,여행 편의성,가족형,2,서울 단기형,324.263,5.0,도시 소비형,경험 및 관계
16618,2,1,안전 및 퀄리티,친구형,1,서울 심층형,1034.15666666667,6.0,경험형,가성비 및 접근성
16622,2,1,여행 편의성,혼자형,2,서울 심층형,238.0,10.0,"역사, 전통, 자연",K-컬처형
16624,4,1,여행 편의성,가족형,3,서울 단기형,312.32,5.0,"역사, 전통, 자연",K-컬처형
16626,2,1,여행 편의성,친구형,1,서울 심층형,144.356285714286,7.0,경험형,K-컬처형
16629,3,4,여행 편의성,가족형,1,서울 심층형,208.666666666667,6.0,도시 소비형,K-컬처형
16631,3,2,안전 및 퀄리티,친구형,1,서울 심층형,562.4,6.0,도시 소비형,경험 및 관계
16632,3,1,여행 편의성,혼자형,4,서울 단기형,118.94,5.0,"역사, 전통, 자연",경험 및 관계
16635,2,1,안전 및 퀄리티,단체형,1,서울 단기형,1320.2,5.0,"역사, 전통, 자연",가성비 및 접근성
16637,5,1,여행 편의성,가족형,2,서울 단기형,318.216666666667,3.0,"역사, 전통, 자연",가성비 및 접근성
16639,3,2,가성비,가족형,1,서울 단기형,22.0,5.0,도시 소비형,가성비 및 접근성
16641,2,1,가성비,가족형,1,서울 단기형,22.0,5.0,도시 소비형,가성비 및 접근성
16643,4,1,안전 및 퀄리티,친구형,1,서울 심층형,167.380952380952,7.0,경험형,K-컬처형
16644,2,1,여행 편의성,친구형,1,서울 단기형,255.75,4.0,특수 목적,K-컬처형
16649,4,2,안전 및 퀄리티,직장형,1,서울 단기형,527.25,4.0,도시 소비형,가성비 및 접근성
16653,5,1,여행 편의성,친구형,1,서울 심층형,234.333333333333,6.0,특수 목적,경험 및 관계
16655,5,4,여행 편의성,직장형,1,서울 단기형,351.5,4.0,도시 소비형,가성비 및 접근성
16656,5,2,안전 및 퀄리티,친구형,1,서울 단기형,217.8,4.0,"역사, 전통, 자연",가성비 및 접근성
16658,4,1,안전 및 퀄리티,직장형,1,서울 단기형,277.94988,5.0,"역사, 전통, 자연",경험 및 관계
16659,5,3,여행 편의성,가족형,1,서울 단기형,190.96,3.0,도시 소비형,K-컬처형
16660,2,1,여행 편의성,친구형,2,수도권/지방형(탐험가형),633.333333333333,6.0,경험형,가성비 및 접근성
16661,6,4,가성비,가족형,1,서울 단기형,247.5,2.0,도시 소비형,K-컬처형
16664,4,2,안전 및 퀄리티,가족형,1,서울 단기형,682.613,3.0,도시 소비형,가성비 및 접근성
16667,4,4,가성비,혼자형,1,서울 단기형,990.0,4.0,특수 목적,K-컬처형
16669,3,3,가성비,친구형,1,서울 단기형,253.0,3.0,도시 소비형,K-컬처형
16670,3,1,안전 및 퀄리티,직장형,1,서울 단기형,277.94988,5.0,도시 소비형,경험 및 관계
16672,2,1,안전 및 퀄리티,가족형,3,서울 단기형,356.304,5.0,"역사, 전통, 자연",경험 및 관계
16678,3,1,여행 편의성,직장형,1,서울 단기형,213.8076,5.0,도시 소비형,가성비 및 접근성
16680,3,1,안전 및 퀄리티,가족형,1,서울 심층형,270.0,8.0,경험형,K-컬처형
16682,2,1,가성비,가족형,1,서울 심층형,200.0,6.0,특수 목적,경험 및 관계
16683,3,1,안전 및 퀄리티,가족형,4,서울 단기형,390.0,4.0,도시 소비형,가성비 및 접근성
16684,4,4,여행 편의성,친구형,1,서울 단기형,480.0,4.0,"역사, 전통, 자연",가성비 및 접근성
16685,4,1,여행 편의성,가족형,2,서울 단기형,240.0,5.0,특수 목적,경험 및 관계
16686,2,2,가성비,혼자형,1,서울 심층형,375.0,16.0,경험형,가성비 및 접근성
16687,2,1,안전 및 퀄리티,가족형,1,서울 단기형,319.76,5.0,도시 소비형,가성비 및 접근성
16688,5,2,가성비,혼자형,1,서울 단기형,482.726666666667,3.0,도시 소비형,가성비 및 접근성
16691,2,2,가성비,혼자형,1,서울 심층형,195.0,8.0,도시 소비형,경험 및 관계
16692,2,1,가성비,가족형,1,서울 심층형,333.333333333333,6.0,도시 소비형,K-컬처형
16708,4,1,안전 및 퀄리티,직장형,1,서울 단기형,311.80275,4.0,도시 소비형,경험 및 관계
16709,4,1,여행 편의성,직장형,1,서울 단기형,276.16815,4.0,도시 소비형,가성비 및 접근성
16710,3,1,안전 및 퀄리티,가족형,2,서울 단기형,384.0,5.0,특수 목적,K-컬처형
16713,4,1,안전 및 퀄리티,직장형,1,서울 단기형,240.53355,4.0,경험형,가성비 및 접근성
16714,3,1,여행 편의성,친구형,1,서울 단기형,240.0,5.0,"역사, 전통, 자연",가성비 및 접근성
16716,5,1,여행 편의성,단체형,1,서울 단기형,356.346,4.0,도시 소비형,가성비 및 접근성
16717,5,1,여행 편의성,가족형,2,서울 심층형,122.240740740741,9.0,"역사, 전통, 자연",K-컬처형
16719,2,1,안전 및 퀄리티,가족형,1,서울 단기형,185.653125,4.0,특수 목적,경험 및 관계
16720,2,1,여행 편의성,가족형,1,서울 단기형,391.9806,4.0,도시 소비형,가성비 및 접근성
16722,3,1,안전 및 퀄리티,단체형,1,서울 단기형,276.16815,4.0,도시 소비형,경험 및 관계
16723,4,1,여행 편의성,단체형,1,서울 단기형,302.8941,4.0,도시 소비형,K-컬처형
16725,2,1,여행 편의성,가족형,2,수도권/지방형(탐험가형),186.732,10.0,경험형,경험 및 관계
16727,5,1,안전 및 퀄리티,직장형,1,서울 단기형,285.0768,4.0,"역사, 전통, 자연",가성비 및 접근성
16729,5,1,여행 편의성,단체형,1,서울 단기형,320.7114,4.0,도시 소비형,경험 및 관계
16730,3,3,안전 및 퀄리티,친구형,1,서울 심층형,311.6,9.0,특수 목적,경험 및 관계
16733,5,1,여행 편의성,가족형,1,서울 심층형,131.1,6.0,"역사, 전통, 자연",경험 및 관계
16735,2,1,여행 편의성,가족형,1,서울 심층형,518.7,6.0,"역사, 전통, 자연",경험 및 관계
16736,2,3,여행 편의성,혼자형,1,서울 단기형,137.78712,3.0,경험형,K-컬처형
16737,2,1,가성비,가족형,3,서울 단기형,331.74,5.0,"역사, 전통, 자연",경험 및 관계
16742,3,3,여행 편의성,친구형,1,서울 심층형,114.814285714286,7.0,경험형,경험 및 관계
16743,3,2,여행 편의성,단체형,1,서울 심층형,64.125,8.0,경험형,K-컬처형
16744,4,1,여행 편의성,가족형,2,서울 심층형,384.75,6.0,도시 소비형,경험 및 관계
16746,3,3,여행 편의성,혼자형,2,서울 심층형,549.2885,10.0,도시 소비형,경험 및 관계
16749,5,1,가성비,가족형,2,서울 심층형,303.646,7.0,"역사, 전통, 자연",경험 및 관계
16751,3,1,가성비,친구형,2,서울 심층형,214.5325,8.0,"역사, 전통, 자연",K-컬처형
16755,3,1,가성비,가족형,1,서울 심층형,229.166666666667,6.0,경험형,경험 및 관계
16760,2,1,안전 및 퀄리티,친구형,4,서울 심층형,306.666666666667,9.0,"역사, 전통, 자연",경험 및 관계
